
		Printed:
	    28/08/2021

		Title:
		History Search - CMS

Date;From 01 Apr 18 To 19 Jun 21
Fleet;VJC_all
A/C Type;A320
A/C ID;VN-A690
Message Type;ALL
Ata - subAta;ALL - ALL
Correlated;ALL
Text;ALL


Fault Tracking;Leg;A/C ID;Flight Number;Flight phase;Date Time;Transmission Date;ATA;Source;Title;Priority;Correlated;Report;Work;Note
OCC / REP;-1548;VN-A690;VJ450;06-CRUISE;06 Jan 20 - 03:29;06 Jan 20 - 03:30;216134;TEMP CTL;ACSC2(57HH);;No;CFR/PFR;;
;-1547;VN-A690;VJ533;02-ENG START;06 Jan 20 - 05:26;06 Jan 20 - 05:27;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCCURRENCE;-1547;VN-A690;VJ533;05-LIFT OFF;06 Jan 20 - 05:43;06 Jan 20 - 05:44;303134;PHC 1;PHC 6DA1;;No;CFR/PFR;;
;-1547;VN-A690;VJ533;05-LIFT OFF;06 Jan 20 - 05:43;06 Jan 20 - 05:44;;PHC 1;unknown;;No;CFR/PFR;;
OCC / REP;-1547;VN-A690;VJ533;06-CRUISE;06 Jan 20 - 05:49;06 Jan 20 - 05:49;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1547;VN-A690;VJ533;06-CRUISE;06 Jan 20 - 05:49;06 Jan 20 - 05:50;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
;-1546;VN-A690;VJ528;02-ENG START;06 Jan 20 - 07:35;06 Jan 20 - 07:36;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCC / REP;-1546;VN-A690;VJ528;04-80 KTS;06 Jan 20 - 07:40;06 Jan 20 - 07:40;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1546;VN-A690;VJ528;04-80 KTS;06 Jan 20 - 07:40;06 Jan 20 - 07:41;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1546;VN-A690;VJ528;05-LIFT OFF;06 Jan 20 - 07:41;06 Jan 20 - 07:42;303134;PHC 1;PHC 6DA1;;No;CFR/PFR;;
;-1546;VN-A690;VJ528;05-LIFT OFF;06 Jan 20 - 07:41;06 Jan 20 - 07:42;;PHC 1;unknown;;No;CFR/PFR;;
;-1546;VN-A690;VJ528;06-CRUISE;06 Jan 20 - 08:47;06 Jan 20 - 08:48;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
;-1545;VN-A690;VJ917;02-ENG START;06 Jan 20 - 09:58;06 Jan 20 - 09:59;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
;-1545;VN-A690;VJ917;05-LIFT OFF;06 Jan 20 - 10:10;06 Jan 20 - 10:11;;PHC 1;unknown;;No;CFR/PFR;;
OCCURRENCE;-1545;VN-A690;VJ917;05-LIFT OFF;06 Jan 20 - 10:10;06 Jan 20 - 10:11;303134;PHC 1;PHC 6DA1;;No;CFR/PFR;;
;-1544;VN-A690;VJ918;02-ENG START;06 Jan 20 - 13:00;06 Jan 20 - 13:01;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
;-1544;VN-A690;VJ918;02-ENG START;06 Jan 20 - 13:16;06 Jan 20 - 13:17;344334;ATC 1;ATC 1:NO DATA FROM TCAS;;No;CFR/PFR;;
OCC / REP;-1544;VN-A690;VJ918;05-LIFT OFF;06 Jan 20 - 13:18;06 Jan 20 - 13:19;303134;PHC 1;PHC 6DA1;;No;CFR/PFR;;
REPETITIVE;-1544;VN-A690;VJ918;05-LIFT OFF;06 Jan 20 - 13:18;06 Jan 20 - 13:19;;PHC 1;unknown;;No;CFR/PFR;;
;-1544;VN-A690;VJ918;06-CRUISE;06 Jan 20 - 14:46;06 Jan 20 - 14:47;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCC / REP;-1539;VN-A690;VJ462;03-ENG TO PWR;07 Jan 20 - 07:53;07 Jan 20 - 07:57;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1539;VN-A690;VJ462;03-ENG TO PWR;07 Jan 20 - 07:53;07 Jan 20 - 07:58;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
;-1539;VN-A690;VJ462;07-DESCENT;07 Jan 20 - 09:47;07 Jan 20 - 09:48;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCC / REP;-1536;VN-A690;VJ704;06-CRUISE;07 Jan 20 - 13:48;07 Jan 20 - 13:48;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1536;VN-A690;VJ704;06-CRUISE;07 Jan 20 - 13:48;07 Jan 20 - 13:49;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
;-1534;VN-A690;VJ488;02-ENG START;07 Jan 20 - 23:08;07 Jan 20 - 23:15;341234;RADAR 1;ADIRU1 3(1FP1 3)BUS IR/ WXR1(1SQ1);;No;CFR/PFR;;
REPETITIVE;-1534;VN-A690;VJ488;02-ENG START;07 Jan 20 - 23:08;07 Jan 20 - 23:15;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1529;VN-A690;VJ468;06-CRUISE;08 Jan 20 - 09:48;08 Jan 20 - 09:48;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1529;VN-A690;VJ468;06-CRUISE;08 Jan 20 - 09:48;08 Jan 20 - 09:49;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
;-1529;VN-A690;VJ468;07-DESCENT;08 Jan 20 - 11:18;08 Jan 20 - 11:19;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCC / REP;-1528;VN-A690;VJ158;02-ENG START;08 Jan 20 - 13:38;08 Jan 20 - 16:04;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1528;VN-A690;VJ158;02-ENG START;08 Jan 20 - 13:38;08 Jan 20 - 16:04;341234;RADAR 1;ADIRU1 3(1FP1 3)BUS IR/ WXR1(1SQ1);;No;CFR/PFR;;
OCC / REP;-1527;VN-A690;VJ158;02-ENG START;08 Jan 20 - 16:33;08 Jan 20 - 16:34;341234;RADAR 1;ADIRU1 3(1FP1 3)BUS IR/ WXR1(1SQ1);;No;CFR/PFR;;
OCC / REP;-1527;VN-A690;VJ158;06-CRUISE;08 Jan 20 - 17:36;08 Jan 20 - 17:36;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1527;VN-A690;VJ158;06-CRUISE;08 Jan 20 - 17:36;08 Jan 20 - 17:37;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1527;VN-A690;VJ158;07-DESCENT;08 Jan 20 - 18:28;08 Jan 20 - 18:29;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCC / REP;-1526;VN-A690;VJ129;02-ENG START;09 Jan 20 - 01:37;09 Jan 20 - 01:38;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
;-1526;VN-A690;VJ129;06-CRUISE;09 Jan 20 - 01:58;09 Jan 20 - 01:58;3458;;NAV FM/GPS POS DISAGREE;Low;No;CFR/PFR;;
OCC / REP;-1525;VN-A690;VJ891;06-CRUISE;09 Jan 20 - 05:13;09 Jan 20 - 05:14;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1525;VN-A690;VJ891;06-CRUISE;09 Jan 20 - 05:13;09 Jan 20 - 05:14;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1524;VN-A690;VJ892;02-ENG START;09 Jan 20 - 07:44;09 Jan 20 - 07:45;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1524;VN-A690;VJ892;06-CRUISE;09 Jan 20 - 08:10;09 Jan 20 - 08:10;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1524;VN-A690;VJ892;06-CRUISE;09 Jan 20 - 08:10;09 Jan 20 - 08:11;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1523;VN-A690;VJ280;02-ENG START;09 Jan 20 - 11:43;09 Jan 20 - 11:44;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1523;VN-A690;VJ280;06-CRUISE;09 Jan 20 - 12:32;09 Jan 20 - 12:32;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1523;VN-A690;VJ280;06-CRUISE;09 Jan 20 - 12:32;09 Jan 20 - 12:33;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1522;VN-A690;VJ287;02-ENG START;09 Jan 20 - 14:24;09 Jan 20 - 14:25;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1522;VN-A690;VJ287;02-ENG START;09 Jan 20 - 14:29;09 Jan 20 - 14:29;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1522;VN-A690;VJ287;02-ENG START;09 Jan 20 - 14:29;09 Jan 20 - 14:30;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1521;VN-A690;VJ321;02-ENG START;09 Jan 20 - 23:05;09 Jan 20 - 23:06;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1521;VN-A690;VJ321;06-CRUISE;09 Jan 20 - 23:40;09 Jan 20 - 23:40;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1521;VN-A690;VJ321;06-CRUISE;09 Jan 20 - 23:40;09 Jan 20 - 23:42;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1520;VN-A690;VJ320;02-ENG START;10 Jan 20 - 00:42;10 Jan 20 - 00:43;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
;-1520;VN-A690;VJ320;09-80 KTS;10 Jan 20 - 01:29;10 Jan 20 - 01:29;3200;;BRAKES HOT;;No;CFR/PFR;;
OCC / REP;-1519;VN-A690;VJ825;06-CRUISE;10 Jan 20 - 04:24;10 Jan 20 - 04:24;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1519;VN-A690;VJ825;06-CRUISE;10 Jan 20 - 04:24;10 Jan 20 - 04:25;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1518;VN-A690;VJ826;02-ENG START;10 Jan 20 - 05:44;10 Jan 20 - 05:45;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1518;VN-A690;VJ826;06-CRUISE;10 Jan 20 - 06:21;10 Jan 20 - 06:21;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1518;VN-A690;VJ826;06-CRUISE;10 Jan 20 - 06:21;10 Jan 20 - 06:22;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1517;VN-A690;VJ654;02-ENG START;10 Jan 20 - 08:48;10 Jan 20 - 08:49;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1517;VN-A690;VJ654;06-CRUISE;10 Jan 20 - 09:50;10 Jan 20 - 09:50;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1517;VN-A690;VJ654;06-CRUISE;10 Jan 20 - 09:50;10 Jan 20 - 09:51;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
;-1517;VN-A690;VJ654;06-CRUISE;10 Jan 20 - 09:52;10 Jan 20 - 09:52;2200;;AUTO FLT AP OFF;;No;CFR/PFR;;
OCC / REP;-1516;VN-A690;VJ623;02-ENG START;10 Jan 20 - 10:44;10 Jan 20 - 10:45;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1516;VN-A690;VJ623;06-CRUISE;10 Jan 20 - 10:55;10 Jan 20 - 10:55;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1516;VN-A690;VJ623;06-CRUISE;10 Jan 20 - 10:55;10 Jan 20 - 10:56;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1515;VN-A690;VJ192;02-ENG START;10 Jan 20 - 12:58;10 Jan 20 - 12:59;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1515;VN-A690;VJ192;06-CRUISE;10 Jan 20 - 13:36;10 Jan 20 - 13:36;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1515;VN-A690;VJ192;06-CRUISE;10 Jan 20 - 13:36;10 Jan 20 - 13:37;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1515;VN-A690;VJ192;06-CRUISE;10 Jan 20 - 14:57;10 Jan 20 - 14:58;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCC / REP;-1513;VN-A690;VJ408;06-CRUISE;11 Jan 20 - 03:02;11 Jan 20 - 03:02;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1513;VN-A690;VJ408;06-CRUISE;11 Jan 20 - 03:02;11 Jan 20 - 03:03;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1513;VN-A690;VJ408;06-CRUISE;11 Jan 20 - 03:11;11 Jan 20 - 03:12;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCC / REP;-1512;VN-A690;VJ455;02-ENG START;11 Jan 20 - 04:06;11 Jan 20 - 04:06;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1512;VN-A690;VJ455;02-ENG START;11 Jan 20 - 04:06;11 Jan 20 - 04:07;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
;-1511;VN-A690;VJ454;09-80 KTS;11 Jan 20 - 06:02;11 Jan 20 - 06:02;345212;ATC 1;ATC 1 NO DATA FROM CONTROL SOURCE;;No;CFR/PFR;;
OCCURRENCE;-1510;VN-A690;VJ454;07-DESCENT;11 Jan 20 - 08:24;11 Jan 20 - 08:26;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCC / REP;-1509;VN-A690;VJ917;02-ENG START;11 Jan 20 - 09:56;11 Jan 20 - 09:56;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1509;VN-A690;VJ917;02-ENG START;11 Jan 20 - 09:56;11 Jan 20 - 09:57;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1508;VN-A690;VJ918;06-CRUISE;11 Jan 20 - 14:04;11 Jan 20 - 14:04;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-1508;VN-A690;VJ918;06-CRUISE;11 Jan 20 - 14:32;11 Jan 20 - 14:34;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
;-1506;VN-A690;VJ702;02-ENG START;12 Jan 20 - 02:30;12 Jan 20 - 02:34;2163;;COND HOT AIR FAULT;Low;Yes;CFR/PFR;;
;-1506;VN-A690;VJ702;03-ENG TO PWR;12 Jan 20 - 02:30;12 Jan 20 - 02:35;216352;TEMP CTL;TRIM AIR PRESS VALVE(14HK);;Yes;CFR/PFR;;
OCCURRENCE;-1503;VN-A690;VJ464;06-CRUISE;12 Jan 20 - 08:34;12 Jan 20 - 08:35;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCCURRENCE;-1502;VN-A690;VJ917;02-ENG START;12 Jan 20 - 09:45;12 Jan 20 - 09:46;341234;RADAR 1;ADIRU1 3(1FP1 3)BUS IR/ WXR1(1SQ1);;No;CFR/PFR;;
OCC / REP;-1502;VN-A690;VJ917;02-ENG START;12 Jan 20 - 09:47;12 Jan 20 - 09:47;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1502;VN-A690;VJ917;02-ENG START;12 Jan 20 - 09:47;12 Jan 20 - 09:48;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1501;VN-A690;VJ918;02-ENG START;12 Jan 20 - 12:32;12 Jan 20 - 12:32;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-1501;VN-A690;VJ918;02-ENG START;12 Jan 20 - 12:31;12 Jan 20 - 12:32;341234;RADAR 1;ADIRU1 3(1FP1 3)BUS IR/ WXR1(1SQ1);;No;CFR/PFR;;
OCC / REP;-1501;VN-A690;VJ918;02-ENG START;12 Jan 20 - 12:32;12 Jan 20 - 12:33;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1501;VN-A690;VJ918;06-CRUISE;12 Jan 20 - 14:22;12 Jan 20 - 14:23;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCCURRENCE;-1500;VN-A690;VJ529;02-ENG START;12 Jan 20 - 22:59;12 Jan 20 - 23:00;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1499;VN-A690;VJ530;06-CRUISE;13 Jan 20 - 02:01;13 Jan 20 - 02:02;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCC / REP;-1496;VN-A690;VJ492;06-CRUISE;13 Jan 20 - 05:40;13 Jan 20 - 05:40;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1496;VN-A690;VJ492;06-CRUISE;13 Jan 20 - 05:40;13 Jan 20 - 05:41;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1495;VN-A690;VJ431;02-ENG START;13 Jan 20 - 08:53;13 Jan 20 - 08:54;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1495;VN-A690;VJ431;06-CRUISE;13 Jan 20 - 09:29;13 Jan 20 - 09:29;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1495;VN-A690;VJ431;06-CRUISE;13 Jan 20 - 09:29;13 Jan 20 - 09:30;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1494;VN-A690;VJ430;02-ENG START;13 Jan 20 - 10:55;13 Jan 20 - 10:56;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1494;VN-A690;VJ430;06-CRUISE;13 Jan 20 - 12:18;13 Jan 20 - 12:20;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCC / REP;-1493;VN-A690;VJ159;02-ENG START;13 Jan 20 - 13:12;13 Jan 20 - 13:13;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1493;VN-A690;VJ159;06-CRUISE;13 Jan 20 - 14:10;13 Jan 20 - 14:10;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1493;VN-A690;VJ159;06-CRUISE;13 Jan 20 - 14:10;13 Jan 20 - 14:11;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1492;VN-A690;VJ152;02-ENG START;13 Jan 20 - 16:21;13 Jan 20 - 16:22;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1492;VN-A690;VJ152;06-CRUISE;13 Jan 20 - 17:08;13 Jan 20 - 17:08;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1492;VN-A690;VJ152;06-CRUISE;13 Jan 20 - 17:08;13 Jan 20 - 17:09;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1492;VN-A690;VJ152;06-CRUISE;13 Jan 20 - 18:14;13 Jan 20 - 18:15;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCC / REP;-1489;VN-A690;VJ408;07-DESCENT;14 Jan 20 - 03:05;14 Jan 20 - 03:06;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
;-1489;VN-A690;VJ408;09-80 KTS;14 Jan 20 - 03:07;14 Jan 20 - 03:09;228334;AFS;AFS:FMGC2;;No;CFR/PFR;;
OCC / REP;-1488;VN-A690;VJ455;02-ENG START;14 Jan 20 - 04:11;14 Jan 20 - 04:12;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1488;VN-A690;VJ455;06-CRUISE;14 Jan 20 - 04:39;14 Jan 20 - 04:39;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1488;VN-A690;VJ455;06-CRUISE;14 Jan 20 - 04:39;14 Jan 20 - 04:40;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
;-1487;VN-A690;VJ454;02-ENG START;14 Jan 20 - 06:53;14 Jan 20 - 06:54;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCC / REP;-1487;VN-A690;VJ454;06-CRUISE;14 Jan 20 - 08:26;14 Jan 20 - 08:26;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1487;VN-A690;VJ454;06-CRUISE;14 Jan 20 - 08:26;14 Jan 20 - 08:27;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1487;VN-A690;VJ454;06-CRUISE;14 Jan 20 - 08:42;14 Jan 20 - 08:44;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
;-1486;VN-A690;VJ917;02-ENG START;14 Jan 20 - 10:19;14 Jan 20 - 10:20;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCC / REP;-1486;VN-A690;VJ917;06-CRUISE;14 Jan 20 - 11:49;14 Jan 20 - 11:49;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1486;VN-A690;VJ917;06-CRUISE;14 Jan 20 - 11:49;14 Jan 20 - 11:50;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
;-1485;VN-A690;VJ918;02-ENG START;14 Jan 20 - 12:47;14 Jan 20 - 12:48;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCC / REP;-1485;VN-A690;VJ918;06-CRUISE;14 Jan 20 - 14:26;14 Jan 20 - 14:33;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCCURRENCE;-1484;VN-A690;VJ;02-ENG START;14 Jan 20 - 22:21;14 Jan 20 - 22:21;5200;;DOOR L FWD CABIN;Medium;No;CFR/PFR;;
OCC / REP;-1484;VN-A690;VJ;02-ENG START;14 Jan 20 - 22:21;14 Jan 20 - 22:22;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
;-1484;VN-A690;VJ;02-ENG START;14 Jan 20 - 22:21;14 Jan 20 - 22:22;732160;AFS;AFS:FADEC1;;No;CFR/PFR;;
;-1484;VN-A690;VJ;02-ENG START;14 Jan 20 - 22:21;14 Jan 20 - 22:22;279334;AFS;AFS:ELAC2;;No;CFR/PFR;;
;-1484;VN-A690;VJ;01-ELEC PWR;14 Jan 20 - 22:23;14 Jan 20 - 22:24;732160;ECAM 2;FWC2 :NO DATA FROM ECU1A;;No;CFR/PFR;;
;-1481;VN-A690;VJ702;02-ENG START;15 Jan 20 - 02:36;15 Jan 20 - 02:45;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCC / REP;-1481;VN-A690;VJ702;06-CRUISE;15 Jan 20 - 02:56;15 Jan 20 - 02:56;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1481;VN-A690;VJ702;06-CRUISE;15 Jan 20 - 02:56;15 Jan 20 - 02:57;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
REPETITIVE;-1478;VN-A690;VJ464;02-ENG START;15 Jan 20 - 06:37;15 Jan 20 - 06:47;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCC / REP;-1478;VN-A690;VJ464;06-CRUISE;15 Jan 20 - 06:54;15 Jan 20 - 06:54;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1478;VN-A690;VJ464;06-CRUISE;15 Jan 20 - 06:54;15 Jan 20 - 06:55;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1478;VN-A690;VJ464;06-CRUISE;15 Jan 20 - 08:33;15 Jan 20 - 08:35;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
REPETITIVE;-1477;VN-A690;VJ913;02-ENG START;15 Jan 20 - 10:01;15 Jan 20 - 10:02;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCC / REP;-1477;VN-A690;VJ913;06-CRUISE;15 Jan 20 - 10:20;15 Jan 20 - 10:20;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1477;VN-A690;VJ913;06-CRUISE;15 Jan 20 - 10:20;15 Jan 20 - 10:21;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1477;VN-A690;VJ913;09-80 KTS;15 Jan 20 - 11:40;15 Jan 20 - 11:41;228334;AFS;AFS:FMGC2;;No;CFR/PFR;;
REPETITIVE;-1476;VN-A690;VJ914;02-ENG START;15 Jan 20 - 12:18;15 Jan 20 - 12:19;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCC / REP;-1476;VN-A690;VJ914;06-CRUISE;15 Jan 20 - 13:30;15 Jan 20 - 13:30;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1476;VN-A690;VJ914;06-CRUISE;15 Jan 20 - 13:30;15 Jan 20 - 13:31;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
REPETITIVE;-1473;VN-A690;VJ406;02-ENG START;15 Jan 20 - 16:59;15 Jan 20 - 17:14;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCC / REP;-1473;VN-A690;VJ406;05-LIFT OFF;15 Jan 20 - 17:05;15 Jan 20 - 17:14;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1473;VN-A690;VJ406;05-LIFT OFF;15 Jan 20 - 17:05;15 Jan 20 - 17:14;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1473;VN-A690;VJ406;06-CRUISE;15 Jan 20 - 18:41;15 Jan 20 - 18:42;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCCURRENCE;-1470;VN-A690;VJ702;02-ENG START;16 Jan 20 - 02:20;16 Jan 20 - 02:28;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
REPETITIVE;-1469;VN-A690;VJ464;02-ENG START;16 Jan 20 - 04:18;16 Jan 20 - 06:37;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
