
		Printed:
	    28/08/2021

		Title:
		History Search - CMS

Date;From 01 Apr 18 To 19 Jun 21
Fleet;VJC_all
A/C Type;A320
A/C ID;VN-A690
Message Type;ALL
Ata - subAta;ALL - ALL
Correlated;ALL
Text;ALL


Fault Tracking;Leg;A/C ID;Flight Number;Flight phase;Date Time;Transmission Date;ATA;Source;Title;Priority;Correlated;Report;Work;Note
OCC / REP;-1469;VN-A690;VJ464;06-CRUISE;16 Jan 20 - 05:07;16 Jan 20 - 06:38;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1469;VN-A690;VJ464;06-CRUISE;16 Jan 20 - 05:07;16 Jan 20 - 06:39;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
REPETITIVE;-1468;VN-A690;VJ464;02-ENG START;16 Jan 20 - 06:30;16 Jan 20 - 06:40;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCC / REP;-1468;VN-A690;VJ464;02-ENG START;16 Jan 20 - 06:33;16 Jan 20 - 06:40;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1468;VN-A690;VJ464;02-ENG START;16 Jan 20 - 06:33;16 Jan 20 - 06:40;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
;-1468;VN-A690;VJ464;06-CRUISE;16 Jan 20 - 07:37;16 Jan 20 - 07:38;344334;ATC 2;ATC 2:NO DATA FROM TCAS;;No;CFR/PFR;;
OCCURRENCE;-1468;VN-A690;VJ464;06-CRUISE;16 Jan 20 - 08:34;16 Jan 20 - 08:39;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
REPETITIVE;-1467;VN-A690;VJ913;02-ENG START;16 Jan 20 - 09:36;16 Jan 20 - 09:38;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCC / REP;-1467;VN-A690;VJ913;06-CRUISE;16 Jan 20 - 10:51;16 Jan 20 - 10:51;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1467;VN-A690;VJ913;06-CRUISE;16 Jan 20 - 10:51;16 Jan 20 - 10:52;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1467;VN-A690;VJ913;09-80 KTS;16 Jan 20 - 11:00;16 Jan 20 - 11:01;228334;AFS;AFS:FMGC2;;No;CFR/PFR;;
REPETITIVE;-1466;VN-A690;VJ914;02-ENG START;16 Jan 20 - 11:55;16 Jan 20 - 11:56;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCC / REP;-1466;VN-A690;VJ914;06-CRUISE;16 Jan 20 - 12:55;16 Jan 20 - 12:55;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1466;VN-A690;VJ914;06-CRUISE;16 Jan 20 - 12:55;16 Jan 20 - 12:56;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1466;VN-A690;VJ914;07-DESCENT;16 Jan 20 - 13:37;16 Jan 20 - 13:38;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCC / REP;-1463;VN-A690;VJ408;06-CRUISE;17 Jan 20 - 02:00;17 Jan 20 - 02:00;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1463;VN-A690;VJ408;06-CRUISE;17 Jan 20 - 02:00;17 Jan 20 - 02:01;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1463;VN-A690;VJ408;06-CRUISE;17 Jan 20 - 02:57;17 Jan 20 - 02:58;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCCURRENCE;-1462;VN-A690;VJ455;02-ENG START;17 Jan 20 - 03:53;17 Jan 20 - 03:54;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1462;VN-A690;VJ455;02-ENG START;17 Jan 20 - 03:53;17 Jan 20 - 03:54;216134;TEMP CTL;ACSC2(57HH);;No;CFR/PFR;;
OCC / REP;-1461;VN-A690;VJ454;06-CRUISE;17 Jan 20 - 08:17;17 Jan 20 - 08:18;216134;TEMP CTL;ACSC2(57HH);;No;CFR/PFR;;
OCC / REP;-1461;VN-A690;VJ454;07-DESCENT;17 Jan 20 - 08:38;17 Jan 20 - 08:39;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCC / REP;-1459;VN-A690;VJ918;06-CRUISE;17 Jan 20 - 14:15;17 Jan 20 - 14:15;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1459;VN-A690;VJ918;06-CRUISE;17 Jan 20 - 14:15;17 Jan 20 - 14:16;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1459;VN-A690;VJ918;06-CRUISE;17 Jan 20 - 14:23;17 Jan 20 - 14:24;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCC / REP;-1458;VN-A690;VJ505;02-ENG START;17 Jan 20 - 18:08;17 Jan 20 - 18:09;216134;TEMP CTL;ACSC2(57HH);;No;CFR/PFR;;
OCC / REP;-1457;VN-A690;VJ651;06-CRUISE;18 Jan 20 - 00:28;18 Jan 20 - 00:29;216134;TEMP CTL;ACSC2(57HH);;No;CFR/PFR;;
OCC / REP;-1454;VN-A690;VJ307;02-ENG START;18 Jan 20 - 04:45;18 Jan 20 - 04:55;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1453;VN-A690;VJ638;06-CRUISE;18 Jan 20 - 08:50;18 Jan 20 - 08:50;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1452;VN-A690;VJ506;02-ENG START;18 Jan 20 - 10:29;18 Jan 20 - 10:29;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1452;VN-A690;VJ506;06-CRUISE;18 Jan 20 - 11:34;18 Jan 20 - 11:35;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCC / REP;-1451;VN-A690;VJ133;02-ENG START;18 Jan 20 - 12:53;18 Jan 20 - 12:53;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1451;VN-A690;VJ133;02-ENG START;18 Jan 20 - 12:53;18 Jan 20 - 12:55;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1450;VN-A690;VJ140;02-ENG START;18 Jan 20 - 15:54;18 Jan 20 - 15:54;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1449;VN-A690;VJ505;06-CRUISE;18 Jan 20 - 18:49;18 Jan 20 - 18:49;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCCURRENCE;-1448;VN-A690;VJ651;02-ENG START;18 Jan 20 - 23:55;18 Jan 20 - 23:57;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCCURRENCE;-1445;VN-A690;VJ307;02-ENG START;19 Jan 20 - 04:34;19 Jan 20 - 04:44;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1445;VN-A690;VJ307;06-CRUISE;19 Jan 20 - 05:20;19 Jan 20 - 05:20;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1445;VN-A690;VJ307;06-CRUISE;19 Jan 20 - 05:20;19 Jan 20 - 05:21;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1445;VN-A690;VJ307;07-DESCENT;19 Jan 20 - 05:50;19 Jan 20 - 05:50;7700;;ENG REV SET;Low;No;CFR/PFR;;
OCCURRENCE;-1444;VN-A690;VJ638;02-ENG START;19 Jan 20 - 06:58;19 Jan 20 - 06:59;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1444;VN-A690;VJ638;06-CRUISE;19 Jan 20 - 07:34;19 Jan 20 - 07:35;216134;TEMP CTL;ACSC2(57HH);;No;CFR/PFR;;
OCCURRENCE;-1443;VN-A690;VJ506;02-ENG START;19 Jan 20 - 09:12;19 Jan 20 - 09:13;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1443;VN-A690;VJ506;02-ENG START;19 Jan 20 - 09:16;19 Jan 20 - 09:16;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1443;VN-A690;VJ506;02-ENG START;19 Jan 20 - 09:16;19 Jan 20 - 09:17;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
;-1443;VN-A690;VJ506;02-ENG START;19 Jan 20 - 09:17;19 Jan 20 - 09:18;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCCURRENCE;-1443;VN-A690;VJ506;06-CRUISE;19 Jan 20 - 10:30;19 Jan 20 - 10:31;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
;-1442;VN-A690;VJ133;02-ENG START;19 Jan 20 - 11:15;19 Jan 20 - 11:16;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCC / REP;-1442;VN-A690;VJ133;06-CRUISE;19 Jan 20 - 12:31;19 Jan 20 - 12:31;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1442;VN-A690;VJ133;06-CRUISE;19 Jan 20 - 12:31;19 Jan 20 - 12:32;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1441;VN-A690;VJ140;02-ENG START;19 Jan 20 - 15:00;19 Jan 20 - 15:00;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
;-1441;VN-A690;VJ140;02-ENG START;19 Jan 20 - 14:59;19 Jan 20 - 15:00;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
;-1441;VN-A690;VJ140;02-ENG START;19 Jan 20 - 14:59;19 Jan 20 - 15:00;732160;AFS;AFS:FADEC2;;No;CFR/PFR;;
OCC / REP;-1441;VN-A690;VJ140;02-ENG START;19 Jan 20 - 15:00;19 Jan 20 - 15:01;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1441;VN-A690;VJ140;06-CRUISE;19 Jan 20 - 17:08;19 Jan 20 - 17:09;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
;-1440;VN-A690;VJ505;02-ENG START;19 Jan 20 - 17:55;19 Jan 20 - 17:56;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCC / REP;-1440;VN-A690;VJ505;02-ENG START;19 Jan 20 - 17:54;19 Jan 20 - 17:56;216134;TEMP CTL;ACSC2(57HH);;No;CFR/PFR;;
;-1439;VN-A690;VJ651;02-ENG START;19 Jan 20 - 23:52;19 Jan 20 - 23:53;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
REPETITIVE;-1436;VN-A690;VJ307;02-ENG START;20 Jan 20 - 04:00;20 Jan 20 - 04:09;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCC / REP;-1436;VN-A690;VJ307;06-CRUISE;20 Jan 20 - 04:50;20 Jan 20 - 04:50;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1436;VN-A690;VJ307;06-CRUISE;20 Jan 20 - 04:50;20 Jan 20 - 04:51;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
REPETITIVE;-1435;VN-A690;VJ638;02-ENG START;20 Jan 20 - 06:15;20 Jan 20 - 06:16;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCCURRENCE;-1435;VN-A690;VJ638;06-CRUISE;20 Jan 20 - 06:28;20 Jan 20 - 06:28;2200;;AUTO FLT FCU 1 FAULT;;Yes;CFR/PFR;;
OCCURRENCE;-1435;VN-A690;VJ638;06-CRUISE;20 Jan 20 - 06:28;20 Jan 20 - 06:29;228112;AFS;AFS:FCU;;Yes;CFR/PFR;;
REPETITIVE;-1434;VN-A690;VJ506;02-ENG START;20 Jan 20 - 08:10;20 Jan 20 - 08:11;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCC / REP;-1434;VN-A690;VJ506;02-ENG START;20 Jan 20 - 08:14;20 Jan 20 - 08:14;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1434;VN-A690;VJ506;02-ENG START;20 Jan 20 - 08:14;20 Jan 20 - 08:15;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1434;VN-A690;VJ506;06-CRUISE;20 Jan 20 - 09:22;20 Jan 20 - 09:23;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
REPETITIVE;-1433;VN-A690;VJ133;02-ENG START;20 Jan 20 - 10:08;20 Jan 20 - 10:09;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
;-1433;VN-A690;VJ133;02-ENG START;20 Jan 20 - 10:20;20 Jan 20 - 10:20;2163;;COND HOT AIR FAULT;Low;Yes;CFR/PFR;;
;-1433;VN-A690;VJ133;03-ENG TO PWR;20 Jan 20 - 10:20;20 Jan 20 - 10:21;216352;TEMP CTL;TRIM AIR PRESS VALVE(14HK);;Yes;CFR/PFR;;
OCC / REP;-1433;VN-A690;VJ133;06-CRUISE;20 Jan 20 - 10:21;20 Jan 20 - 10:21;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1433;VN-A690;VJ133;06-CRUISE;20 Jan 20 - 10:21;20 Jan 20 - 10:22;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
REPETITIVE;-1432;VN-A690;VJ278;02-ENG START;20 Jan 20 - 13:36;20 Jan 20 - 13:37;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCCURRENCE;-1432;VN-A690;VJ278;03-ENG TO PWR;20 Jan 20 - 13:42;20 Jan 20 - 13:42;2163;;COND HOT AIR FAULT;Low;Yes;CFR/PFR;;
OCCURRENCE;-1432;VN-A690;VJ278;04-80 KTS;20 Jan 20 - 13:42;20 Jan 20 - 13:43;216352;TEMP CTL;TRIM AIR PRESS VALVE(14HK);;Yes;CFR/PFR;;
OCC / REP;-1432;VN-A690;VJ278;06-CRUISE;20 Jan 20 - 14:28;20 Jan 20 - 14:28;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1432;VN-A690;VJ278;06-CRUISE;20 Jan 20 - 14:28;20 Jan 20 - 14:30;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1429;VN-A690;VJ750;06-CRUISE;21 Jan 20 - 01:52;21 Jan 20 - 01:52;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1429;VN-A690;VJ750;06-CRUISE;21 Jan 20 - 01:52;21 Jan 20 - 01:53;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1428;VN-A690;VJ767;02-ENG START;21 Jan 20 - 03:44;21 Jan 20 - 03:45;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1428;VN-A690;VJ767;04-80 KTS;21 Jan 20 - 03:53;21 Jan 20 - 03:53;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1428;VN-A690;VJ767;04-80 KTS;21 Jan 20 - 03:53;21 Jan 20 - 03:54;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1427;VN-A690;VJ768;02-ENG START;21 Jan 20 - 06:27;21 Jan 20 - 06:28;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1426;VN-A690;VJ279;06-CRUISE;21 Jan 20 - 09:33;21 Jan 20 - 09:33;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1426;VN-A690;VJ279;06-CRUISE;21 Jan 20 - 09:33;21 Jan 20 - 09:34;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1425;VN-A690;VJ382;02-ENG START;21 Jan 20 - 11:53;21 Jan 20 - 11:54;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1424;VN-A690;VJ383;06-CRUISE;21 Jan 20 - 13:31;21 Jan 20 - 13:31;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1424;VN-A690;VJ383;06-CRUISE;21 Jan 20 - 13:31;21 Jan 20 - 13:32;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1423;VN-A690;VJ162;02-ENG START;21 Jan 20 - 15:29;21 Jan 20 - 15:30;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1423;VN-A690;VJ162;02-ENG START;21 Jan 20 - 15:31;21 Jan 20 - 15:31;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1423;VN-A690;VJ162;02-ENG START;21 Jan 20 - 15:31;21 Jan 20 - 15:32;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1423;VN-A690;VJ162;02-ENG START;21 Jan 20 - 15:53;21 Jan 20 - 15:53;2163;;COND HOT AIR FAULT;Low;Yes;CFR/PFR;;
OCCURRENCE;-1423;VN-A690;VJ162;02-ENG START;21 Jan 20 - 15:53;21 Jan 20 - 15:54;216352;TEMP CTL;TRIM AIR PRESS VALVE(14HK);;Yes;CFR/PFR;;
;-1423;VN-A690;VJ162;06-CRUISE;21 Jan 20 - 17:37;21 Jan 20 - 17:38;345533;VOR 1;VOR1(3RS1);;No;CFR/PFR;;
OCC / REP;-1422;VN-A690;VJ187;02-ENG START;21 Jan 20 - 18:31;21 Jan 20 - 18:32;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1422;VN-A690;VJ187;06-CRUISE;21 Jan 20 - 18:47;21 Jan 20 - 18:47;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1422;VN-A690;VJ187;06-CRUISE;21 Jan 20 - 18:47;21 Jan 20 - 18:48;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1421;VN-A690;VJ825;02-ENG START;22 Jan 20 - 03:53;22 Jan 20 - 03:54;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1421;VN-A690;VJ825;06-CRUISE;22 Jan 20 - 04:40;22 Jan 20 - 04:40;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1421;VN-A690;VJ825;06-CRUISE;22 Jan 20 - 04:40;22 Jan 20 - 04:41;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1420;VN-A690;VJ826;02-ENG START;22 Jan 20 - 06:47;22 Jan 20 - 06:48;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1420;VN-A690;VJ826;06-CRUISE;22 Jan 20 - 07:14;22 Jan 20 - 07:15;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1420;VN-A690;VJ826;06-CRUISE;22 Jan 20 - 07:14;22 Jan 20 - 07:16;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1418;VN-A690;VJ623;02-ENG START;22 Jan 20 - 12:24;22 Jan 20 - 12:24;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1418;VN-A690;VJ623;02-ENG START;22 Jan 20 - 12:23;22 Jan 20 - 12:24;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1418;VN-A690;VJ623;02-ENG START;22 Jan 20 - 12:23;22 Jan 20 - 12:25;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCC / REP;-1416;VN-A690;VJ242;02-ENG START;22 Jan 20 - 23:40;22 Jan 20 - 23:40;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1415;VN-A690;VJ241;06-CRUISE;23 Jan 20 - 02:27;23 Jan 20 - 02:27;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1413;VN-A690;VJ252;02-ENG START;23 Jan 20 - 06:14;23 Jan 20 - 06:14;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1413;VN-A690;VJ252;02-ENG START;23 Jan 20 - 06:14;23 Jan 20 - 06:15;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1412;VN-A690;VJ253;02-ENG START;23 Jan 20 - 08:53;23 Jan 20 - 08:53;2163;;COND HOT AIR FAULT;Low;Yes;CFR/PFR;;
OCCURRENCE;-1412;VN-A690;VJ253;02-ENG START;23 Jan 20 - 08:53;23 Jan 20 - 08:54;216352;TEMP CTL;TRIM AIR PRESS VALVE(14HK);;Yes;CFR/PFR;;
OCC / REP;-1406;VN-A690;VJ223;02-ENG START;23 Jan 20 - 18:45;23 Jan 20 - 18:52;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1406;VN-A690;VJ223;02-ENG START;23 Jan 20 - 18:45;23 Jan 20 - 18:52;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1406;VN-A690;VJ223;02-ENG START;23 Jan 20 - 18:47;23 Jan 20 - 18:54;2163;;COND HOT AIR FAULT;Low;Yes;CFR/PFR;;
OCCURRENCE;-1406;VN-A690;VJ223;02-ENG START;23 Jan 20 - 18:47;23 Jan 20 - 18:54;216352;TEMP CTL;TRIM AIR PRESS VALVE(14HK);;Yes;CFR/PFR;;
OCC / REP;-1404;VN-A690;VJ129;02-ENG START;24 Jan 20 - 01:22;24 Jan 20 - 01:23;216134;TEMP CTL;ACSC2(57HH);;No;CFR/PFR;;
;-1403;VN-A690;VJ891;02-ENG START;24 Jan 20 - 04:49;24 Jan 20 - 04:50;732160;AFS;AFS:FADEC2;;No;CFR/PFR;;
OCCURRENCE;-1403;VN-A690;VJ891;02-ENG START;24 Jan 20 - 04:52;24 Jan 20 - 04:53;2163;;COND HOT AIR FAULT;Low;Yes;CFR/PFR;;
OCCURRENCE;-1403;VN-A690;VJ891;02-ENG START;24 Jan 20 - 04:53;24 Jan 20 - 04:54;216352;TEMP CTL;TRIM AIR PRESS VALVE(14HK);;Yes;CFR/PFR;;
OCC / REP;-1403;VN-A690;VJ891;02-ENG START;24 Jan 20 - 04:57;24 Jan 20 - 04:57;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1403;VN-A690;VJ891;02-ENG START;24 Jan 20 - 04:57;24 Jan 20 - 04:58;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1402;VN-A690;VJ892;02-ENG START;24 Jan 20 - 07:55;24 Jan 20 - 07:56;216352;TEMP CTL;TRIM AIR PRESS VALVE(14HK);;No;CFR/PFR;;
OCC / REP;-1402;VN-A690;VJ892;06-CRUISE;24 Jan 20 - 09:15;24 Jan 20 - 09:15;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1402;VN-A690;VJ892;06-CRUISE;24 Jan 20 - 09:15;24 Jan 20 - 09:16;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1402;VN-A690;VJ892;07-DESCENT;24 Jan 20 - 09:52;24 Jan 20 - 09:52;7700;;ENG REV SET;Low;No;CFR/PFR;;
;-1402;VN-A690;VJ892;09-80 KTS;24 Jan 20 - 09:55;24 Jan 20 - 09:55;3200;;BRAKES HOT;;No;CFR/PFR;;
;-1399;VN-A690;VJ357;05-LIFT OFF;24 Jan 20 - 14:18;24 Jan 20 - 14:29;231133;CFDS;NO HF 1 DATA;;No;CFR/PFR;;
OCC / REP;-1399;VN-A690;VJ357;06-CRUISE;24 Jan 20 - 14:29;24 Jan 20 - 14:29;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1399;VN-A690;VJ357;06-CRUISE;24 Jan 20 - 14:29;24 Jan 20 - 14:30;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1398;VN-A690;VJ242;02-ENG START;24 Jan 20 - 22:59;24 Jan 20 - 23:00;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1397;VN-A690;VJ241;06-CRUISE;25 Jan 20 - 01:35;25 Jan 20 - 01:35;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1397;VN-A690;VJ241;06-CRUISE;25 Jan 20 - 01:35;25 Jan 20 - 01:36;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1396;VN-A690;VJ809;02-ENG START;25 Jan 20 - 05:10;25 Jan 20 - 05:11;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1396;VN-A690;VJ809;06-CRUISE;25 Jan 20 - 05:31;25 Jan 20 - 05:31;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1396;VN-A690;VJ809;06-CRUISE;25 Jan 20 - 05:31;25 Jan 20 - 05:32;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1395;VN-A690;VJ808;02-ENG START;25 Jan 20 - 07:37;25 Jan 20 - 07:38;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1395;VN-A690;VJ808;06-CRUISE;25 Jan 20 - 07:43;25 Jan 20 - 07:43;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1395;VN-A690;VJ808;06-CRUISE;25 Jan 20 - 07:43;25 Jan 20 - 07:45;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
;-1395;VN-A690;VJ808;09-80 KTS;25 Jan 20 - 09:14;25 Jan 20 - 09:14;3200;;BRAKES HOT;;No;CFR/PFR;;
OCC / REP;-1392;VN-A690;VJ225;02-ENG START;25 Jan 20 - 12:39;25 Jan 20 - 12:52;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR/PFR;;
OCC / REP;-1392;VN-A690;VJ225;06-CRUISE;25 Jan 20 - 13:37;25 Jan 20 - 13:37;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
OCC / REP;-1392;VN-A690;VJ225;06-CRUISE;25 Jan 20 - 13:37;25 Jan 20 - 13:38;216134;TEMP CTL;ACSC2(57HH);;Yes;CFR/PFR;;
OCCURRENCE;-1389;VN-A690;VJ223;02-ENG START;25 Jan 20 - 17:45;25 Jan 20 - 17:52;216352;TEMP CTL;TRIM AIR PRESS VALVE(14HK);;Yes;CFR/PFR;;
OCCURRENCE;-1389;VN-A690;VJ223;02-ENG START;25 Jan 20 - 17:44;25 Jan 20 - 17:52;2163;;COND HOT AIR FAULT;Low;Yes;CFR/PFR;;
OCC / REP;-1389;VN-A690;VJ223;06-CRUISE;25 Jan 20 - 18:52;25 Jan 20 - 18:52;2161;;TEMP CTL 2;;Yes;CFR/PFR;;
